Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
monkeys	3	-1	0	-0.33333334	0.0	3	0	0	0	0	3	0	0	0	0	
mystery	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
jets	2	-1	1	-0.5	0.5	1	1	0	0	0	1	1	0	0	0	
todays	3	-2	-1	-0.6666667	-0.33333334	2	1	0	0	0	2	0	1	0	0	
twiter	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@laurajsilverman	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
recovered	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
foam	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
mattress	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
@madakazcar	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
400tweet	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
teny	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
japs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
onitshan	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zokilahy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
oneethsan	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zokivavy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ototo	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zandrilahy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
imoto	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
re	12	-1	-1	-0.083333336	-0.083333336	6	4	2	0	0	8	4	0	0	0	
f8uqh	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ralphmarston	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
distant	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
perfection	2	0	1	0.0	0.5	0	1	0	1	0	1	1	0	0	0	
pleasure	4	-6	0	-1.5	0.0	1	2	1	0	0	1	3	0	0	0	
moment	8	-1	4	-0.125	0.5	4	3	1	0	0	3	4	0	1	0	
12vbz2	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
img_0853	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@hawkb_lnd	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
naw	3	0	1	0.0	0.33333334	1	1	1	0	0	2	1	0	0	0	
rules	5	0	3	0.0	0.6	3	1	1	0	0	3	1	1	0	0	
@bigheadasian	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lafoodfest	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@iatpapog	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
articel	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
articlewriting	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@spinsdick	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
um	9	-3	0	-0.33333334	0.0	3	5	1	0	0	6	2	1	0	0	
near	4	1	2	0.25	0.5	1	3	0	0	0	2	2	0	0	0	
poof	2	-2	-1	-1.0	-0.5	1	1	0	0	0	2	0	0	0	0	
eaten	3	1	0	0.33333334	0.0	1	1	1	0	0	2	0	1	0	0	
megabyte	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
mcdonalds	4	2	1	0.5	0.25	2	1	1	0	0	3	1	0	0	0	
kraftdinner	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
starbucks	3	-1	0	-0.33333334	0.0	2	0	1	0	0	3	0	0	0	0	
whistler	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
blast	3	2	2	0.6666667	0.6666667	1	1	1	0	0	1	2	0	0	0	
giselle	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
replied	5	-1	1	-0.2	0.2	3	1	1	0	0	4	0	1	0	0	
:3	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@arghzombies	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
trailer	2	-3	0	-1.5	0.0	2	0	0	0	0	2	0	0	0	0	
neil	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
marshall's	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
centurian	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
b4veez	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
spy	2	-3	0	-1.5	0.0	1	1	0	0	0	2	0	0	0	0	
noel	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
clarke	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
tweeples	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@obeygiant	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
1dcbdiyj	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@smokey_robinson	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
27th	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
pounds	3	2	-1	0.6666667	-0.33333334	1	2	0	0	0	2	1	0	0	0	
muscle	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
gain	2	3	0	1.5	0.0	0	1	0	1	0	2	0	0	0	0	
@dj4dwood	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
grown	3	0	1	0.0	0.33333334	1	1	1	0	0	2	1	0	0	0	
blow	3	2	1	0.6666667	0.33333334	1	1	1	0	0	2	1	0	0	0	
phillyvenues	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pavilion	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
field	4	-1	-1	-0.25	-0.25	4	0	0	0	0	4	0	0	0	0	
world's	4	-2	0	-0.5	0.0	2	1	1	0	0	4	0	0	0	0	
prominent	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dealers	3	-2	0	-0.6666667	0.0	1	0	2	0	0	3	0	0	0	0	
9wba2c	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@phlvenues	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dispatch	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
darfur	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@willswanson	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
barbed	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
wire	2	-1	0	-0.5	0.0	2	0	0	0	0	1	1	0	0	0	
sandbags	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
nevermind	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unamid	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
armed	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
bouncers	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
weapons	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@evamarcillefanz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@evamarcille	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lancegross	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@msjillmjones	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@denycelawton	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@natashaellie	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lizesue	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@big_mal	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@haselstar	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@marquitah	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@fndannyboy	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
@zackmeads	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
pissing	3	2	-1	0.6666667	-0.33333334	0	1	1	0	1	1	1	1	0	0	
matches	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
vinyl	3	-1	2	-0.33333334	0.6666667	2	1	0	0	0	1	0	2	0	0	
vs	10	-5	-5	-0.5	-0.5	7	3	0	0	0	7	1	2	0	0	
cdj	2	0	0	0.0	0.0	1	1	0	0	0	1	0	1	0	0	
matter	7	1	0	0.14285715	0.0	0	7	0	0	0	2	4	1	0	0	
networks	2	-1	-1	-0.5	-0.5	2	0	0	0	0	2	0	0	0	0	
mj	2	2	-1	1.0	-0.5	0	1	1	0	0	1	1	0	0	0	
mascra	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
@worldprayr	2	-2	0	-1.0	0.0	0	2	0	0	0	2	0	0	0	0	
believes	2	-2	0	-1.0	0.0	0	2	0	0	0	2	0	0	0	0	
unshakable	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
dsx6zl	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
bharti	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
offers	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
$10	3	-1	0	-0.33333334	0.0	3	0	0	0	0	3	0	0	0	0	
billion	4	-2	0	-0.5	0.0	4	0	0	0	0	4	0	0	0	0	
zain	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
africa	3	-1	0	-0.33333334	0.0	3	0	0	0	0	2	0	1	0	0	
ops	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
reports	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
reuters	3	0	-3	0.0	-1.0	3	0	0	0	0	3	0	0	0	0	
bpkdi5	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
questo	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
l'ho	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
caricato	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
soprattutto	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@enver	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
z9udy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
1z2hm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@shru_	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
enjoyable	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
al	5	-4	1	-0.8	0.2	4	1	0	0	0	3	2	0	0	0	
mallah	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@moneymunot	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@daddybird	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@kangayayaroo	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@dubaijaz	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@wajihasaid	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@mita56	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@bishray	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@yahya101	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
@hisholiness	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@beaubeth	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
sail	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
banda	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
moluccas	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
indonesia	4	-1	-1	-0.25	-0.25	4	0	0	0	0	3	0	1	0	0	
3libn	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
same	30	-16	-1	-0.53333336	-0.033333335	19	10	1	0	0	13	12	5	0	0	
@styleit	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
suit	2	0	0	0.0	0.0	2	0	0	0	0	0	1	1	0	0	
nyfw	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
fixture	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
131gvw	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
jamaican	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
3rblfk	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@mznina216	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bake	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
here're	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
details	10	1	-1	0.1	-0.1	3	4	3	0	0	7	2	1	0	0	
trunc	2	2	0	1.0	0.0	0	1	1	0	0	2	0	0	0	0	
55kni	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
62t8hr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
step	9	-3	1	-0.33333334	0.11111111	5	3	1	0	0	5	3	1	0	0	
capable	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
jrcelski	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
blogspot	11	-1	0	-0.09090909	0.0	8	1	2	0	0	10	1	0	0	0	
life's	2	1	0	0.5	0.0	1	0	1	0	0	2	0	0	0	0	
love's	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
strong	9	-3	-1	-0.33333334	-0.11111111	6	2	1	0	0	7	2	0	0	0	
(:	15	-1	1	-0.06666667	0.06666667	3	1	8	3	0	12	3	0	0	0	
12z4lh	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@itsmemaven	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
nah	6	0	3	0.0	0.5	1	4	1	0	0	3	2	1	0	0	
rny	2	0	0	0.0	0.0	0	1	1	0	0	2	0	0	0	0	
glass	6	-3	1	-0.5	0.16666667	2	4	0	0	0	4	1	1	0	0	
wine	5	-2	0	-0.4	0.0	2	2	1	0	0	5	0	0	0	0	
omg	24	-7	3	-0.29166666	0.125	3	10	6	5	0	15	6	3	0	0	
petropavlovsk	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dr	7	2	-3	0.2857143	-0.42857143	5	0	2	0	0	5	2	0	0	0	
graham	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
birch	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
non	4	0	0	0.0	0.0	3	1	0	0	0	3	1	0	0	0	
director	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
ahe	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
manager	4	0	-2	0.0	-0.5	4	0	0	0	0	4	0	0	0	0	
blackrock's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cwcgz0	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
9bqr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nng	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pix	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
8ze5ub	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@biebsbestbabes	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
unfollowing	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
except	7	-5	3	-0.71428573	0.42857143	5	2	0	0	0	4	1	2	0	0	
celebs	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@martinajoseph	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
500th	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
towards	3	-1	-2	-0.33333334	-0.6666667	1	2	0	0	0	1	1	1	0	0	
reaching	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
athomeintexas	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
wmv	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
changes	6	0	0	0.0	0.0	6	0	0	0	0	6	0	0	0	0	
removing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
flash	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
crmdtz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@misskellyo	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
spelt	2	-1	2	-0.5	1.0	1	1	0	0	0	0	2	0	0	0	
spelled	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
realness	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
unbridled	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
diss	3	-2	1	-0.6666667	0.33333334	2	1	0	0	0	0	2	1	0	0	
@giganit	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
tease	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
3mygw	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@bbcclick	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
browser	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
microsoft	4	-1	0	-0.25	0.0	4	0	0	0	0	4	0	0	0	0	
gives	10	-3	0	-0.3	0.0	6	3	1	0	0	7	3	0	0	0	
choice	7	1	-3	0.14285715	-0.42857143	5	0	2	0	0	4	1	2	0	0	
views	4	-1	0	-0.25	0.0	2	2	0	0	0	3	1	0	0	0	
azai8y	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@bzygo	1	-1	-2	-1.0	-2.0	0	1	0	0	0	0	1	0	0	0	
meg	1	-1	-2	-1.0	-2.0	0	1	0	0	0	0	1	0	0	0	
movies	13	-3	-7	-0.23076923	-0.53846157	3	7	2	1	0	9	2	2	0	0	
guilty	3	-2	-6	-0.6666667	-2.0	1	1	1	0	0	0	3	0	0	0	
pleasures	1	-1	-2	-1.0	-2.0	0	1	0	0	0	0	1	0	0	0	
crispy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
breast	3	0	-6	0.0	-2.0	2	0	1	0	0	3	0	0	0	0	
lamb	3	-1	-1	-0.33333334	-0.33333334	2	1	0	0	0	3	0	0	0	0	
spice	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cabbage	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
garlic	2	0	1	0.0	0.5	2	0	0	0	0	1	1	0	0	0	
thyme	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
potatoes	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
pan	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
95	5	0	0	0.0	0.0	5	0	0	0	0	3	2	0	0	0	
lbfvn	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
macbook	4	-2	1	-0.5	0.25	4	0	0	0	0	2	2	0	0	0	
lid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@wrox	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@sqlagentman	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stickers	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
vidpro	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gripster	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
flexible	3	-4	0	-1.3333334	0.0	3	0	0	0	0	3	0	0	0	0	
tripod	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
compact	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ybwycw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
current	6	-1	0	-0.16666667	0.0	5	1	0	0	0	5	1	0	0	0	
pile	3	-1	0	-0.33333334	0.0	2	1	0	0	0	2	0	1	0	0	
planets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
elvin	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
ng's	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
pink	12	-1	-6	-0.083333336	-0.5	5	2	5	0	0	11	1	0	0	0	
lalala	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
goodbye	5	-1	-1	-0.2	-0.2	3	1	1	0	0	1	4	0	0	0	
@brunacoradini	1	2	0	2.0	0.0	0	0	1	0	0	1	0	0	0	0	
translate	2	1	1	0.5	0.5	1	0	1	0	0	1	1	0	0	0	
practice	2	-1	0	-0.5	0.0	1	0	1	0	0	2	0	0	0	0	
cutest	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
disney	3	-1	0	-0.33333334	0.0	2	1	0	0	0	3	0	0	0	0	
b5jl28	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@technofreak9	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
install	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
drive	10	-2	3	-0.2	0.3	4	3	3	0	0	7	1	1	1	0	
boot	2	0	1	0.0	0.5	2	0	0	0	0	1	1	0	0	0	
usb	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
board	5	-2	0	-0.4	0.0	4	1	0	0	0	4	1	0	0	0	
@regev_porat	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
martin	4	-2	-3	-0.5	-0.75	3	1	0	0	0	3	1	0	0	0	
heidegger	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
unthinkable	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bbc's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
series	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
yc6onwn	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@cake_slave	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
predict	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
anyway	7	-1	2	-0.14285715	0.2857143	0	5	2	0	0	1	4	2	0	0	
survival	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
profit	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
fine	9	-10	0	-1.1111112	0.0	2	7	0	0	0	7	1	1	0	0	
cz6d5t	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
chinese	4	1	-2	0.25	-0.5	1	2	1	0	0	2	1	1	0	0	
huh	4	0	-1	0.0	-0.25	2	1	1	0	0	2	2	0	0	0	
wear	5	-2	1	-0.4	0.2	2	3	0	0	0	2	3	0	0	0	
celebrate	3	-2	1	-0.6666667	0.33333334	0	2	1	0	0	2	1	0	0	0	
barongsai	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
costume	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@msfob	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
thers	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
random	6	-1	1	-0.16666667	0.16666667	0	3	3	0	0	5	0	1	0	0	
cartoon	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
characters	5	0	0	0.0	0.0	3	2	0	0	0	4	0	1	0	0	
mando	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@oylo_muychingon	1	-1	0	-1.0	0.0	0	1	0	0	0	0	0	1	0	0	
awh	1	-1	0	-1.0	0.0	0	1	0	0	0	0	0	1	0	0	
biol	1	-1	0	-1.0	0.0	0	1	0	0	0	0	0	1	0	0	
en	5	-1	0	-0.2	0.0	5	0	0	0	0	4	1	0	0	0	
route	4	0	0	0.0	0.0	4	0	0	0	0	3	1	0	0	0	
smokin	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
joes	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
a5qumg	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sirwysheidrox	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
130e7m	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
couldn't	9	4	1	0.44444445	0.11111111	5	3	1	0	0	2	4	3	0	0	
stand	5	-2	0	-0.4	0.0	3	2	0	0	0	0	3	2	0	0	
dirty	5	-3	1	-0.6	0.2	3	2	0	0	0	0	3	2	0	0	
chess	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
tourney	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
actyree	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@catherine747	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
global	4	0	0	0.0	0.0	2	1	1	0	0	4	0	0	0	0	
awakening	2	1	0	0.5	0.0	1	0	1	0	0	2	0	0	0	0	
beating	2	1	1	0.5	0.5	1	0	1	0	0	1	0	1	0	0	
rhythm	2	2	1	1.0	0.5	0	1	1	0	0	1	1	0	0	0	
glorious	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
calling	3	1	0	0.33333334	0.0	2	0	1	0	0	3	0	0	0	0	
anodea	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
judith	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
@joegilder	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
particularly	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
unkind	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
spare	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
coldcut	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
return	3	-1	0	-0.33333334	0.0	3	0	0	0	0	1	2	0	0	0	
margin	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
afterlife	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
mix	3	0	-2	0.0	-0.6666667	2	0	1	0	0	3	0	0	0	0	
somafm	3	0	-1	0.0	-0.33333334	3	0	0	0	0	3	0	0	0	0	
rid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wrinkles	2	0	2	0.0	1.0	2	0	0	0	0	1	0	1	0	0	
toast	5	3	2	0.6	0.4	1	3	1	0	0	2	3	0	0	0	
tw	3	0	-1	0.0	-0.33333334	3	0	0	0	0	2	1	0	0	0	
100mee	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
